"blueWins","blueWardsPlaced","blueWardsDestroyed","blueFirstBlood","blueKills","blueDeaths","blueAssists","blueEliteMonsters","blueTowersDestroyed","blueTotalGold","blueAvgLevel","blueTotalExperience","blueTotalMinionsKilled","blueTotalJungleMinionsKilled","blueGoldDiff","blueExperienceDiff","redWardsPlaced","redWardsDestroyed","redFirstBlood","redKills","redDeaths","redAssists","redEliteMonsters","redTowersDestroyed","redTotalGold","redAvgLevel","redTotalExperience","redTotalMinionsKilled","redTotalJungleMinionsKilled","redGoldDiff","redExperienceDiff"
1,14,1,"0",6,7,8,1,0,16871,6.8,17798,263,40,-89,-144,40,3,"1",7,6,13,0,0,16960,7.2,17942,232,36,89,144
1,16,1,"1",11,4,13,1,0,19035,7.4,19600,207,52,4481,3872,15,2,"0",4,11,4,0,0,14554,6.4,15728,189,43,-4481,-3872
0,11,2,"0",2,9,1,0,0,13380,6.2,14784,188,48,-4446,-3703,18,0,"1",9,2,10,1,0,17826,7.2,18487,233,44,4446,3703
1,25,1,"1",3,3,4,0,0,15834,7,18253,248,52,324,-574,9,2,"0",3,3,3,2,0,15510,7.2,18827,220,68,-324,574
0,17,2,"0",5,7,3,0,0,15209,6.8,16799,208,56,-1517,-1331,59,5,"1",7,5,8,0,0,16726,7,18130,229,52,1517,1331
1,34,1,"1",3,2,6,1,0,16426,7,18180,236,64,2063,708,14,2,"0",2,3,6,0,0,14363,6.6,17472,210,40,-2063,-708
0,16,1,"0",4,11,4,0,0,15358,6.8,17610,210,47,-3019,-848,15,1,"1",11,4,12,1,0,18377,7.2,18458,207,56,3019,848
0,17,3,"1",6,7,2,0,0,15894,6.6,16813,205,48,-399,-868,19,4,"0",7,6,4,1,0,16293,7,17681,213,44,399,868
1,12,4,"0",2,2,1,1,0,14092,6.4,16918,201,49,-1999,-2041,42,4,"1",2,2,3,0,0,16091,7,18959,257,59,1999,2041
1,15,2,"1",10,2,18,1,0,17559,7,17788,217,24,3158,1518,13,1,"0",2,10,3,0,0,14401,6.4,16270,184,47,-3158,-1518
0,22,2,"0",2,4,3,0,0,15847,7,17815,241,48,647,-710,12,5,"1",4,2,5,1,0,15200,7.2,18525,221,46,-647,710
0,18,2,"0",3,9,4,1,0,15280,6.6,16614,220,50,-2034,-1071,19,5,"1",9,3,17,0,0,17314,6.8,17685,220,37,2034,1071
0,15,0,"0",6,9,6,0,0,18187,7,18454,223,55,299,-1051,13,1,"1",9,6,7,1,0,17888,7.2,19505,215,60,-299,1051
0,38,2,"1",5,5,4,1,0,15509,6.8,17265,220,40,-1335,-1142,14,2,"0",5,5,10,1,0,16844,7,18407,230,69,1335,1142
1,14,2,"0",6,3,7,1,0,16319,7.2,18982,207,59,1589,1075,14,2,"1",3,6,2,0,0,14730,6.6,17907,215,49,-1589,-1075
0,16,3,"0",4,9,4,1,0,14588,6.2,15647,207,45,-2627,-4080,36,2,"1",9,4,4,1,0,17215,7.4,19727,225,51,2627,4080
1,11,2,"0",8,10,8,0,0,16748,6.8,16907,178,44,-1579,-1715,17,3,"1",10,8,8,1,0,18327,7.2,18622,215,66,1579,1715
1,13,5,"0",6,6,8,2,0,16516,7,17456,184,57,366,596,20,2,"1",6,6,7,0,0,16150,6.6,16860,221,48,-366,-596
0,15,2,"1",7,4,10,2,0,17256,7,18265,228,64,1177,226,14,1,"0",4,7,6,0,0,16079,6.8,18039,217,51,-1177,-226
0,43,0,"0",7,7,6,1,0,16396,7,18419,204,52,-2,866,14,2,"1",7,7,5,0,0,16398,6.8,17553,202,48,2,-866
0,11,2,"0",4,13,3,0,0,14539,6.6,16271,165,53,-6139,-4548,58,3,"1",13,4,12,0,0,20678,7.6,20819,224,50,6139,4548
1,18,0,"0",3,4,4,1,0,14657,6.6,17306,204,52,-987,-555,24,1,"1",4,3,4,0,0,15644,7,17861,246,51,987,555
0,17,0,"0",10,13,5,1,0,18656,7.2,19253,227,46,42,666,13,3,"1",13,10,14,0,0,18614,7,18587,211,36,-42,-666
0,15,3,"1",5,7,6,1,1,16609,6.8,16960,216,33,-265,-2101,16,1,"0",7,5,3,0,0,16874,7.2,19061,225,70,265,2101
0,14,3,"0",4,8,7,1,0,15299,6.6,16493,196,48,-2489,-2828,38,2,"1",8,4,8,0,0,17788,7.4,19321,233,43,2489,2828
1,22,7,"1",6,3,5,1,0,16942,7,18645,216,71,2032,2196,85,4,"0",3,6,3,0,0,14910,6.4,16449,210,48,-2032,-2196
0,15,4,"0",6,3,3,0,0,15365,6.4,16848,186,44,-136,-385,19,3,"1",3,6,3,0,0,15501,6.6,17233,219,48,136,385
0,14,0,"1",8,10,11,0,0,16052,6.4,15330,159,44,-1825,-1458,18,1,"0",10,8,14,1,0,17877,6.6,16788,213,41,1825,1458
1,26,2,"0",7,7,4,0,0,16875,7.2,18652,214,52,-191,533,16,2,"1",7,7,13,1,0,17066,7,18119,230,40,191,-533
1,18,3,"1",6,2,10,1,0,16623,7.2,18555,211,54,1792,-764,13,3,"0",2,6,2,1,0,14831,7,19319,223,72,-1792,764
1,33,4,"1",8,6,11,2,0,16813,6.8,18065,200,52,70,508,37,2,"0",6,8,9,0,0,16743,6.8,17557,204,56,-70,-508
0,13,3,"1",7,12,8,1,0,16763,7,17386,221,45,-1469,-2427,11,1,"0",12,7,10,0,0,18232,7.4,19813,214,44,1469,2427
0,73,3,"0",5,16,2,0,0,14603,6.4,15446,181,39,-6185,-2328,19,7,"1",16,5,20,1,1,20788,7,17774,195,29,6185,2328
1,15,3,"1",10,4,11,1,0,18005,7,19501,210,60,2962,3043,18,3,"0",4,10,1,0,0,15043,6.6,16458,187,48,-2962,-3043
1,14,7,"0",5,9,4,0,0,15274,6.6,17169,228,37,-2538,-1731,23,2,"1",9,5,8,1,0,17812,7.2,18900,219,59,2538,1731
0,15,3,"0",1,2,1,1,0,15216,7.2,18663,251,56,99,-174,12,2,"1",2,1,5,0,0,15117,7,18837,217,60,-99,174
1,36,5,"1",8,3,10,1,0,17756,7.2,18394,231,43,2510,758,13,2,"0",3,8,3,0,0,15246,6.8,17636,218,68,-2510,-758
1,17,1,"0",6,6,6,1,0,17476,7,18428,219,63,1408,957,17,2,"1",6,6,6,0,0,16068,6.8,17471,231,44,-1408,-957
0,15,3,"1",9,3,14,0,0,18017,7,18434,208,40,2917,930,18,4,"0",3,9,1,0,0,15100,6.8,17504,210,54,-2917,-930
0,18,2,"1",6,5,2,1,0,15531,7,17915,192,52,-537,176,20,3,"0",5,6,5,0,0,16068,6.8,17739,198,64,537,-176
0,19,4,"1",4,8,5,0,0,14799,6.8,16562,207,39,-3590,-3279,18,2,"0",8,4,9,1,0,18389,7.4,19841,259,56,3590,3279
1,12,1,"1",10,4,9,1,0,18009,7.4,19630,226,56,3026,1849,35,4,"0",4,10,1,0,0,14983,6.8,17781,205,51,-3026,-1849
0,12,4,"0",5,8,7,0,0,16265,7,17407,217,56,-1195,-1492,17,3,"1",8,5,6,1,0,17460,7.2,18899,244,59,1195,1492
0,15,4,"0",4,4,2,0,0,15023,6.8,17293,226,44,-814,-374,17,2,"1",4,4,4,1,0,15837,6.8,17667,232,47,814,374
0,19,3,"1",9,8,12,0,0,17083,6.6,17538,183,33,67,-820,16,2,"0",8,9,5,1,0,17016,7,18358,225,44,-67,820
0,15,0,"0",5,10,5,0,0,15954,6.8,16521,192,56,-2527,-2193,14,3,"1",10,5,8,1,0,18481,7.4,18714,197,80,2527,2193
0,14,1,"1",6,8,5,0,0,16892,7,18225,226,48,-44,277,14,1,"0",8,6,10,1,0,16936,7,17948,185,48,44,-277
1,18,7,"0",1,2,1,1,0,14583,6.6,17525,244,54,262,1643,19,1,"1",2,1,3,1,0,14321,6.4,15882,224,32,-262,-1643
0,23,5,"0",6,7,10,0,0,16802,6.8,17626,243,44,-1599,-1890,16,3,"1",7,6,12,0,0,18401,7.2,19516,237,58,1599,1890
0,12,3,"1",8,9,8,0,0,16957,6.6,17005,220,28,-206,-1872,15,0,"0",9,8,5,0,0,17163,7.2,18877,204,48,206,1872
0,21,2,"1",5,6,5,2,0,15817,7,17992,218,43,-27,-371,17,4,"0",6,5,7,0,0,15844,7.2,18363,203,41,27,371
0,12,0,"1",5,11,5,0,0,17219,6.8,18160,241,59,-1213,-769,53,2,"0",11,5,14,0,0,18432,7.2,18929,183,56,1213,769
0,59,1,"1",4,7,5,1,0,15424,6.8,17357,211,44,-1933,-2906,12,3,"0",7,4,3,0,0,17357,7.6,20263,256,55,1933,2906
1,125,1,"1",8,8,9,1,0,16502,7,17726,198,45,342,-444,36,3,"0",8,8,8,1,0,16160,7,18170,195,48,-342,444
0,16,0,"0",5,10,5,0,0,16324,6.8,17213,193,59,-943,-708,40,3,"1",10,5,13,1,0,17267,7,17921,174,60,943,708
0,87,2,"0",2,4,0,0,0,14532,6.6,17477,217,52,-1021,-1439,12,1,"1",4,2,2,0,0,15553,7.2,18916,206,64,1021,1439
0,15,2,"0",4,5,2,1,0,14644,6.8,17550,222,48,-1367,-412,19,2,"1",5,4,6,0,0,16011,7,17962,201,56,1367,412
0,34,0,"0",5,7,3,1,0,16616,7,18633,211,67,-47,318,11,4,"1",7,5,10,1,0,16663,7,18315,219,56,47,-318
0,13,3,"0",1,4,1,0,0,14754,6.6,16591,230,44,-1769,-845,21,1,"1",4,1,4,0,1,16523,7,17436,224,36,1769,845
0,46,5,"0",2,7,2,0,0,14242,6.6,17184,212,50,-2954,-1250,15,5,"1",7,2,3,1,0,17196,7,18434,244,52,2954,1250
1,16,2,"0",8,2,15,0,0,17083,7,18346,229,24,2877,1714,13,3,"1",2,8,1,1,0,14206,6.6,16632,212,45,-2877,-1714
1,14,1,"1",10,3,13,1,1,19716,7.6,20456,219,64,5656,3415,14,0,"0",3,10,1,0,0,14060,6.6,17041,222,50,-5656,-3415
1,19,7,"0",10,4,13,1,0,18401,7.6,20273,236,60,3668,4509,118,2,"1",4,10,3,1,0,14733,6.6,15764,195,46,-3668,-4509
0,21,0,"1",7,9,6,2,0,17359,7.2,18754,221,69,1,-116,17,5,"0",9,7,6,0,0,17358,7,18870,221,42,-1,116
1,13,0,"0",7,6,4,1,1,17742,7,18795,203,64,2294,2616,13,1,"1",6,7,6,0,0,15448,6.6,16179,186,40,-2294,-2616
1,15,1,"0",2,4,1,1,0,14431,7,17984,194,70,-940,-43,25,2,"1",4,2,3,0,0,15371,6.8,18027,234,42,940,43
1,17,15,"0",9,3,9,0,0,18125,7.8,21102,236,48,2828,2738,63,5,"1",3,9,2,1,0,15297,7.2,18364,227,71,-2828,-2738
1,18,5,"1",6,8,6,0,0,17210,7,18131,220,72,1091,605,51,3,"0",8,6,10,0,0,16119,7,17526,178,32,-1091,-605
0,15,3,"1",6,8,8,0,0,15697,6.8,16449,196,44,-1237,-285,14,2,"0",8,6,13,0,0,16934,6.4,16734,201,47,1237,285
1,12,1,"0",3,8,5,2,0,14591,6.2,15636,177,55,-2658,-3328,41,2,"1",8,3,9,0,0,17249,7,18964,209,52,2658,3328
0,14,2,"0",4,7,5,0,0,14488,6.4,16390,197,36,-3152,-2754,37,0,"1",7,4,7,1,0,17640,7.2,19144,196,84,3152,2754
1,38,2,"1",9,6,12,0,0,18869,7,18526,206,74,4242,2348,15,1,"0",6,9,6,0,0,14627,6.6,16178,164,51,-4242,-2348
0,16,1,"1",6,5,4,0,0,16682,7,18272,236,52,598,374,14,4,"0",5,6,5,1,0,16084,6.8,17898,235,60,-598,-374
0,23,2,"0",7,13,6,0,0,15898,5.8,14230,131,45,-2787,-4217,19,2,"1",13,7,10,2,0,18685,6.8,18447,224,50,2787,4217
0,13,2,"0",6,10,2,0,0,15485,6.6,17335,191,55,-2650,-388,14,1,"1",10,6,10,1,0,18135,6.8,17723,201,40,2650,388
0,41,3,"1",7,8,4,0,0,16667,7.4,18874,213,44,-692,-987,16,4,"0",8,7,6,1,0,17359,7.4,19861,245,56,692,987
0,23,8,"1",5,6,6,0,0,16182,7,17509,245,51,-667,-1046,20,6,"0",6,5,9,2,0,16849,7,18555,234,56,667,1046
0,17,4,"1",5,5,5,1,0,16574,7.2,19529,235,60,803,857,18,4,"0",5,5,6,1,0,15771,7.2,18672,204,64,-803,-857
0,17,3,"0",3,11,3,0,0,14595,6.4,15064,161,59,-3619,-4011,47,2,"1",11,3,9,1,0,18214,7.2,19075,222,54,3619,4011
0,18,1,"0",9,4,13,0,0,18856,7.2,19293,236,45,3002,2378,13,1,"1",4,9,6,2,0,15854,6.8,16915,217,56,-3002,-2378
0,14,3,"1",3,10,5,0,0,14826,6.6,16636,185,56,-3607,-2956,16,2,"0",10,3,12,1,0,18433,7.4,19592,257,41,3607,2956
0,17,0,"0",6,6,6,0,0,16237,7,18980,222,52,-958,-461,78,1,"1",6,6,6,2,0,17195,7.2,19441,232,65,958,461
1,13,3,"0",8,5,6,2,1,18731,7,18165,225,48,2892,1413,19,1,"1",5,8,5,0,0,15839,6.4,16752,207,56,-2892,-1413
1,11,1,"1",5,5,2,2,0,15443,7,18156,220,47,-997,-226,11,2,"0",5,5,7,0,0,16440,7,18382,207,52,997,226
1,15,2,"0",6,6,8,1,0,16820,6.8,17746,221,44,472,426,14,2,"1",6,6,7,0,0,16348,6.8,17320,185,55,-472,-426
0,124,0,"0",1,3,1,1,0,14997,7.2,17630,229,62,-465,-801,14,2,"1",3,1,3,0,0,15462,7,18431,219,58,465,801
1,17,1,"0",7,8,3,1,0,16653,7,17618,227,40,23,306,12,1,"1",8,7,8,0,0,16630,7,17312,193,48,-23,-306
0,15,0,"0",9,2,9,1,0,17781,7.2,19251,228,60,3422,2271,11,3,"1",2,9,3,1,0,14359,6.6,16980,212,64,-3422,-2271
1,20,3,"1",9,2,18,1,0,17936,7,18452,218,48,3350,1590,16,2,"0",2,9,2,0,0,14586,6.8,16862,213,58,-3350,-1590
1,14,1,"1",3,3,3,1,0,16769,7.2,19760,257,76,1316,1233,17,2,"0",3,3,4,0,0,15453,7.2,18527,241,53,-1316,-1233
0,29,3,"1",7,6,6,0,0,16714,7.4,19411,226,58,91,798,15,3,"0",6,7,5,0,0,16623,7.2,18613,252,46,-91,-798
0,13,2,"0",1,12,1,0,0,13517,6.4,15501,187,48,-5338,-5445,15,3,"1",12,1,13,1,0,18855,7.6,20946,243,43,5338,5445
1,13,3,"0",5,5,1,0,0,15514,7,18750,217,58,-343,481,13,1,"1",5,5,5,1,0,15857,6.8,18269,204,46,343,-481
0,13,4,"0",5,5,5,1,0,16131,6.8,17436,223,48,874,818,15,2,"1",5,5,5,0,0,15257,6.6,16618,219,32,-874,-818
0,20,2,"1",3,4,4,1,0,15613,7,17932,214,66,-468,-1321,14,2,"0",4,3,3,0,0,16081,7.2,19253,230,52,468,1321
1,16,4,"1",6,5,7,1,0,16678,7.2,19110,248,53,1401,1740,19,3,"0",5,6,6,1,0,15277,6.8,17370,233,34,-1401,-1740
1,44,3,"1",6,2,7,0,0,17311,7,18763,257,52,2781,1229,13,15,"0",2,6,2,0,0,14530,6.8,17534,216,60,-2781,-1229
1,34,3,"1",5,3,6,2,1,16703,6.8,17483,201,51,1051,612,46,3,"0",3,5,9,0,0,15652,6.8,16871,228,52,-1051,-612
0,11,1,"0",2,19,0,0,0,12403,5.2,11921,152,28,-10329,-8531,13,1,"1",19,2,16,1,1,22732,7.6,20452,232,71,10329,8531
1,17,5,"1",5,9,5,1,0,15585,6.6,16636,200,35,-2864,-3491,18,3,"0",9,5,8,0,0,18449,7.2,20127,224,71,2864,3491
1,13,4,"0",8,4,6,1,0,16558,6.8,18174,238,36,241,-363,23,2,"1",4,8,6,0,0,16317,7,18537,222,66,-241,363
0,12,5,"1",8,6,7,1,1,18211,7.2,19027,204,52,1479,-198,11,1,"0",6,8,6,1,0,16732,7.4,19225,217,56,-1479,198
0,19,1,"1",7,7,6,1,0,15990,6.8,17803,190,50,-1425,-1068,9,2,"0",7,7,6,0,0,17415,7.2,18871,241,41,1425,1068
1,15,1,"0",4,12,8,0,0,15147,6.4,16605,188,50,-4559,-1851,18,3,"1",12,4,22,1,0,19706,7.2,18456,241,44,4559,1851
0,53,2,"0",8,5,12,2,0,17008,6.6,16893,203,44,1280,370,17,3,"1",5,8,5,0,0,15728,6.4,16523,245,42,-1280,-370
0,16,2,"1",5,7,4,0,0,15538,6.8,16787,207,46,-707,-1088,41,2,"0",7,5,11,0,0,16245,6.8,17875,208,41,707,1088
1,17,3,"1",7,6,10,1,0,17097,7.2,18614,220,71,620,-328,14,2,"0",6,7,4,0,0,16477,7.2,18942,207,52,-620,328
1,17,2,"0",6,7,7,0,0,17075,7,18491,234,44,1224,625,18,2,"1",7,6,4,2,0,15851,6.8,17866,221,48,-1224,-625
0,16,2,"0",7,9,6,0,0,16035,7,18455,180,55,-2691,-2196,16,2,"1",9,7,9,1,0,18726,7.6,20651,243,63,2691,2196
1,17,2,"1",8,3,10,1,0,17967,7,18074,240,43,3039,712,17,2,"0",3,8,3,0,0,14928,6.8,17362,211,53,-3039,-712
1,14,4,"1",8,9,9,0,0,17273,7,18297,208,56,381,1571,15,2,"0",9,8,9,0,0,16892,6.8,16726,181,40,-381,-1571
1,13,4,"1",1,1,2,2,0,14546,7,17721,232,60,305,-443,18,2,"0",1,1,1,0,0,14241,7.2,18164,203,68,-305,443
1,17,4,"0",2,2,4,1,0,14639,6.6,17316,237,44,-1767,-2080,41,3,"1",2,2,3,0,0,16406,7,19396,258,70,1767,2080
0,15,2,"0",9,8,3,0,0,16882,7.4,18988,191,57,-1261,1286,16,3,"1",8,9,9,0,0,18143,6.8,17702,238,40,1261,-1286
1,18,2,"1",9,4,11,0,1,20170,7.2,19190,257,54,5619,3506,17,3,"0",4,9,5,1,0,14551,6.4,15684,198,44,-5619,-3506
1,24,5,"1",13,4,16,1,0,20029,7.4,20123,213,54,6445,4988,17,2,"0",4,13,4,0,0,13584,6,15135,176,29,-6445,-4988
1,13,1,"1",9,4,8,0,0,17260,7,19375,197,60,1463,1277,14,2,"0",4,9,4,0,0,15797,7,18098,203,52,-1463,-1277
1,15,2,"1",11,3,4,0,0,18192,7.2,19823,221,50,2639,1711,13,1,"0",3,11,2,0,0,15553,7,18112,230,49,-2639,-1711
1,35,3,"1",8,3,13,0,0,17325,7,18380,217,26,3454,2249,14,0,"0",3,8,3,1,0,13871,6.8,16131,193,48,-3454,-2249
0,12,1,"0",5,9,3,0,0,16163,6.8,18244,218,60,-1828,-1410,15,0,"1",9,5,17,1,0,17991,7.2,19654,235,54,1828,1410
0,16,2,"1",7,13,6,0,0,16039,6.8,16809,179,46,-2168,-2823,14,3,"0",13,7,9,1,0,18207,7.4,19632,185,46,2168,2823
1,16,2,"1",6,7,3,1,0,15907,7.2,17910,206,55,-112,727,17,3,"0",7,6,9,0,0,16019,6.8,17183,211,44,112,-727
0,40,5,"1",7,2,10,1,0,17536,7.4,19146,211,63,4003,3255,16,1,"0",2,7,1,0,0,13533,6.4,15891,204,48,-4003,-3255
0,18,4,"1",11,11,16,0,0,18730,7,18011,208,38,175,-532,18,4,"0",11,11,14,1,0,18555,7,18543,219,81,-175,532
1,19,7,"1",6,2,5,1,0,16105,7.2,18285,223,56,2275,1667,51,3,"0",2,6,2,0,0,13830,6.8,16618,204,39,-2275,-1667
1,14,1,"1",4,3,1,1,0,15843,6.8,17751,243,46,1301,1123,15,0,"0",3,4,6,0,0,14542,6.6,16628,205,40,-1301,-1123
1,19,5,"1",10,0,14,1,0,20302,7,18149,212,52,7577,2363,16,4,"0",0,10,0,0,0,12725,6.6,15786,165,48,-7577,-2363
1,16,4,"0",10,4,9,1,2,20236,7,18603,257,36,6161,5326,12,1,"1",4,10,6,1,0,14075,5.8,13277,146,40,-6161,-5326
1,17,8,"1",10,9,12,2,0,17869,6.8,17341,193,46,664,515,22,3,"0",9,10,9,0,0,17205,6.6,16826,202,37,-664,-515
0,19,2,"0",3,6,1,1,0,14499,7,18406,201,68,-3079,-1816,13,4,"1",6,3,4,1,0,17578,7.2,20222,245,63,3079,1816
0,18,1,"0",3,9,3,0,0,13705,6.4,16018,184,40,-4651,-3870,14,3,"1",9,3,8,1,0,18356,7.2,19888,223,71,4651,3870
0,19,4,"0",2,7,1,0,0,13685,6.6,16729,182,52,-4011,-2271,17,4,"1",7,2,6,2,0,17696,7.2,19000,243,62,4011,2271
1,13,0,"1",5,10,6,0,0,15366,6.8,16496,200,40,-2698,-2969,17,0,"0",10,5,8,2,0,18064,7.2,19465,221,52,2698,2969
0,16,0,"0",0,4,0,1,0,14175,6.6,17400,234,60,-1769,-2076,15,4,"1",4,0,6,1,0,15944,7.4,19476,249,56,1769,2076
0,52,7,"0",6,5,11,1,0,15975,6.6,16937,197,46,-166,-337,19,4,"1",5,6,4,0,0,16141,6.8,17274,231,39,166,337
0,13,0,"1",1,7,2,0,0,13099,5.8,14520,191,28,-3521,-4416,15,1,"0",7,1,8,1,0,16620,7.2,18936,247,44,3521,4416
1,17,5,"1",3,0,0,1,0,15578,7.4,19730,249,64,611,1554,14,1,"0",0,3,0,0,0,14967,6.8,18176,245,59,-611,-1554
0,12,1,"1",2,13,1,0,0,14218,6.2,15368,200,49,-4511,-4211,17,3,"0",13,2,18,1,0,18729,7.4,19579,213,44,4511,4211
1,16,1,"1",2,7,2,0,0,15198,7,18952,231,67,-1157,-84,14,0,"0",7,2,9,1,0,16355,7.4,19036,211,48,1157,84
1,14,0,"1",7,2,8,0,0,17474,7.4,19214,238,52,3295,2840,14,3,"0",2,7,3,0,0,14179,6.6,16374,229,36,-3295,-2840
1,16,2,"1",9,3,13,1,0,17786,7.4,19357,235,52,3090,1008,17,3,"0",3,9,2,1,0,14696,7.2,18349,215,60,-3090,-1008
1,18,1,"1",7,3,6,0,0,17082,7.2,19192,224,59,2388,1600,36,2,"0",3,7,2,1,0,14694,7,17592,224,49,-2388,-1600
0,15,0,"1",4,4,6,0,0,15711,7.4,19278,210,57,-204,1135,19,0,"0",4,4,4,1,0,15915,7,18143,229,58,204,-1135
1,36,5,"0",4,4,6,1,0,16112,7.2,18545,240,62,451,1068,14,1,"1",4,4,2,0,0,15661,7,17477,236,53,-451,-1068
0,11,2,"0",4,8,4,0,0,15700,7.2,17892,190,59,-2943,-1203,14,1,"1",8,4,6,2,1,18643,7.2,19095,225,45,2943,1203
1,42,3,"1",8,8,9,0,0,17885,7,18417,209,52,1419,557,12,2,"0",8,8,7,1,0,16466,7,17860,187,47,-1419,-557
1,31,1,"1",2,3,2,0,0,15705,6.6,17630,230,57,856,-268,134,2,"0",3,2,6,1,0,14849,7,17898,219,56,-856,268
0,11,3,"0",0,8,0,0,0,13364,6.6,16851,203,63,-5088,-3911,17,2,"1",8,0,8,2,0,18452,7.6,20762,259,60,5088,3911
0,15,4,"0",8,11,9,1,0,17080,7.2,18330,196,41,-2247,-1938,17,2,"1",11,8,6,0,0,19327,7.4,20268,227,60,2247,1938
1,14,0,"1",11,2,15,0,0,17395,6.8,17215,170,40,3298,1038,14,4,"0",2,11,1,0,0,14097,6.6,16177,210,44,-3298,-1038
1,18,5,"0",8,7,6,1,0,17498,7.2,19132,240,34,744,927,19,5,"1",7,8,7,0,0,16754,7.2,18205,199,47,-744,-927
1,13,0,"0",6,4,4,0,0,17649,7.4,19655,276,50,2194,2684,14,0,"1",4,6,3,1,0,15455,6.8,16971,221,58,-2194,-2684
1,12,1,"1",10,2,5,1,0,18717,7.4,20051,247,57,4865,4641,15,0,"0",2,10,4,0,0,13852,6.6,15410,191,32,-4865,-4641
1,39,2,"1",4,4,5,1,0,15736,7.2,18719,231,56,131,1381,15,0,"0",4,4,4,0,0,15605,7,17338,246,43,-131,-1381
0,17,4,"0",3,12,1,0,0,13800,6.4,15275,165,44,-4921,-2826,17,3,"1",12,3,16,1,0,18721,7,18101,208,60,4921,2826
0,16,4,"0",7,8,6,0,0,15772,6.8,17144,204,40,-1502,-429,16,3,"1",8,7,11,2,0,17274,6.8,17573,225,44,1502,429
1,17,5,"1",7,7,5,1,0,16825,7.4,19699,229,48,389,1652,42,1,"0",7,7,8,1,0,16436,7,18047,194,47,-389,-1652
0,12,3,"1",7,5,8,1,0,17315,6.8,18122,229,50,1792,217,40,2,"0",5,7,8,1,0,15523,6.8,17905,226,47,-1792,-217
0,17,2,"0",2,4,1,0,0,14144,6.8,17041,208,42,-1122,-643,16,4,"1",4,2,1,1,0,15266,6.8,17684,230,46,1122,643
1,13,3,"1",5,4,4,1,0,16328,6.8,17531,223,62,1192,836,14,4,"0",4,5,4,0,0,15136,6.4,16695,219,52,-1192,-836
1,15,5,"1",3,5,3,0,0,15135,7,17610,213,59,-1161,-1685,16,5,"0",5,3,8,0,0,16296,7.4,19295,251,58,1161,1685
0,19,4,"0",9,6,10,0,0,17719,7,18085,215,44,618,-308,15,4,"1",6,9,7,1,0,17101,7.2,18393,213,84,-618,308
0,17,8,"1",8,8,12,0,0,16291,6.4,16508,180,33,-870,-1348,34,5,"0",8,8,11,1,0,17161,7,17856,207,46,870,1348
0,17,0,"1",5,6,3,1,0,15048,6.6,16313,209,47,-2099,-2717,18,0,"0",6,5,6,1,0,17147,7.4,19030,239,55,2099,2717
0,13,6,"0",2,4,1,0,0,14155,6.6,16974,226,46,-1735,-1786,17,3,"1",4,2,3,1,0,15890,7,18760,258,59,1735,1786
0,11,1,"0",5,9,4,0,0,15102,6.8,18032,174,68,-5691,-2006,14,2,"1",9,5,8,2,2,20793,7.4,20038,226,56,5691,2006
0,16,2,"0",6,13,7,0,0,15522,6.8,16999,182,55,-3819,-2264,14,4,"1",13,6,16,1,0,19341,7.2,19263,220,40,3819,2264
1,14,9,"0",11,6,12,1,0,17850,7.4,18858,204,64,1926,3729,17,0,"1",6,11,8,1,0,15924,6.4,15129,167,39,-1926,-3729
0,14,0,"1",8,8,8,1,0,16720,6.8,16905,181,48,-1884,-2885,13,3,"0",8,8,4,0,0,18604,7.4,19790,248,66,1884,2885
1,159,4,"0",8,7,5,0,0,17321,7.6,19677,238,48,703,477,15,1,"1",7,8,6,1,0,16618,7.2,19200,212,68,-703,-477
1,16,1,"1",7,6,7,0,0,16672,7,18698,210,58,-521,860,13,4,"0",6,7,11,1,0,17193,7,17838,250,48,521,-860
1,20,3,"1",2,1,3,1,0,15426,7.4,19072,230,79,711,1245,15,3,"0",1,2,1,0,0,14715,6.8,17827,255,54,-711,-1245
1,17,3,"1",6,3,4,1,0,16404,7,19029,246,43,736,1019,15,3,"0",3,6,4,0,0,15668,6.8,18010,203,73,-736,-1019
1,21,4,"0",11,3,14,1,0,18293,7.2,19481,218,52,2685,1151,19,5,"1",3,11,4,0,0,15608,7,18330,228,55,-2685,-1151
0,84,3,"1",5,7,4,1,0,16605,7,17961,207,69,31,-189,17,2,"0",7,5,7,0,0,16574,7,18150,207,63,-31,189
0,15,0,"1",10,10,8,0,1,18544,6.4,17072,182,60,1060,7,39,2,"0",10,10,11,1,0,17484,6.8,17065,174,36,-1060,-7
1,17,3,"1",12,5,14,1,0,18499,7,17823,210,36,3473,2812,15,1,"0",5,12,6,0,0,15026,6.2,15011,204,20,-3473,-2812
1,14,2,"1",6,3,10,0,0,16911,6.8,17876,224,44,1913,842,14,3,"0",3,6,3,1,0,14998,6.8,17034,222,55,-1913,-842
1,15,3,"1",7,6,12,0,0,16963,7,17857,212,45,707,730,13,2,"0",6,7,7,0,0,16256,6.6,17127,200,50,-707,-730
1,40,3,"1",9,5,3,2,0,17669,7.4,20105,218,64,2227,2792,15,2,"0",5,9,4,0,0,15442,6.8,17313,203,40,-2227,-2792
0,15,2,"0",6,10,8,1,0,15875,7,18029,191,60,-2901,-1904,17,1,"1",10,6,8,0,0,18776,7.2,19933,230,56,2901,1904
